UF;Município;Faixa etária;Gênero;Grau de instrução;Turno;Comparecimento;% comparecimento;Abstenção;Eleitorado apto;Data de carga
AM;ALVARÃES;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;8;0,6154;5;13;2025-04-30 12:57:12
AM;ALVARÃES;30 a 34 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;214;0,8392;41;255;2025-04-30 12:57:12
AM;ALVARÃES;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;20;0,7692;6;26;2025-04-30 12:57:12
AM;ALVARÃES;30 a 34 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;19;0,5938;13;32;2025-04-30 12:57:12
AM;ALVARÃES;30 a 34 anos                  ;FEMININO;LÊ E ESCREVE;1;142;0,8208;31;173;2025-04-30 12:57:12
AM;ALVARÃES;30 a 34 anos                  ;FEMININO;SUPERIOR COMPLETO;1;4;1;0;4;2025-04-30 12:57:12
AM;ALVARÃES;30 a 34 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;3;1;0;3;2025-04-30 12:57:12
AM;ALVARÃES;30 a 34 anos                  ;MASCULINO;ANALFABETO;1;30;0,6818;14;44;2025-04-30 12:57:12
AM;ALVARÃES;30 a 34 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;11;1;0;11;2025-04-30 12:57:12
AM;ALVARÃES;30 a 34 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;220;0,7612;69;289;2025-04-30 12:57:12
AM;ALVARÃES;30 a 34 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;18;0,8182;4;22;2025-04-30 12:57:12
AM;ALVARÃES;30 a 34 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;31;0,7949;8;39;2025-04-30 12:57:12
AM;ALVARÃES;30 a 34 anos                  ;MASCULINO;LÊ E ESCREVE;1;161;0,8429;30;191;2025-04-30 12:57:12
AM;ALVARÃES;30 a 34 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;5;0,8333;1;6;2025-04-30 12:57:12
AM;ALVARÃES;30 a 34 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;1;0,5;1;2;2025-04-30 12:57:12
AM;ALVARÃES;35 a 39 anos                  ;FEMININO;ANALFABETO;1;31;0,6889;14;45;2025-04-30 12:57:12
AM;ALVARÃES;35 a 39 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;14;0,8235;3;17;2025-04-30 12:57:12
AM;ALVARÃES;35 a 39 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;176;0,8713;26;202;2025-04-30 12:57:12
AM;ALVARÃES;35 a 39 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;15;0,7895;4;19;2025-04-30 12:57:12
AM;ALVARÃES;35 a 39 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;14;0,7;6;20;2025-04-30 12:57:12
AM;ALVARÃES;35 a 39 anos                  ;FEMININO;LÊ E ESCREVE;1;111;0,7817;31;142;2025-04-30 12:57:12
AM;ALVARÃES;35 a 39 anos                  ;FEMININO;SUPERIOR COMPLETO;1;6;0,6667;3;9;2025-04-30 12:57:12
AM;ALVARÃES;35 a 39 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;4;0,6667;2;6;2025-04-30 12:57:12
AM;ALVARÃES;35 a 39 anos                  ;MASCULINO;ANALFABETO;1;25;0,463;29;54;2025-04-30 12:57:12
AM;ALVARÃES;35 a 39 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;10;0,8333;2;12;2025-04-30 12:57:12
AM;ALVARÃES;35 a 39 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;189;0,8326;38;227;2025-04-30 12:57:12
AM;ALVARÃES;35 a 39 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;8;0,8889;1;9;2025-04-30 12:57:12
AM;ALVARÃES;35 a 39 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;7;0,7;3;10;2025-04-30 12:57:12
AM;ALVARÃES;35 a 39 anos                  ;MASCULINO;LÊ E ESCREVE;1;134;0,8375;26;160;2025-04-30 12:57:12
AM;ALVARÃES;35 a 39 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;6;0,8571;1;7;2025-04-30 12:57:12
AM;ALVARÃES;35 a 39 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;2;1;0;2;2025-04-30 12:57:12
AM;ALVARÃES;40 a 44 anos                  ;FEMININO;ANALFABETO;1;21;0,525;19;40;2025-04-30 12:57:12
AM;ALVARÃES;40 a 44 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;6;0,6667;3;9;2025-04-30 12:57:12
AM;ALVARÃES;40 a 44 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;114;0,8769;16;130;2025-04-30 12:57:12
AM;ALVARÃES;40 a 44 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;12;0,9231;1;13;2025-04-30 12:57:12
AM;ALVARÃES;40 a 44 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;9;0,6923;4;13;2025-04-30 12:57:12
AM;ALVARÃES;40 a 44 anos                  ;FEMININO;LÊ E ESCREVE;1;90;0,8738;13;103;2025-04-30 12:57:12
AM;ALVARÃES;40 a 44 anos                  ;FEMININO;SUPERIOR COMPLETO;1;3;0,75;1;4;2025-04-30 12:57:12
AM;ALVARÃES;40 a 44 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;ALVARÃES;40 a 44 anos                  ;MASCULINO;ANALFABETO;1;30;0,4688;34;64;2025-04-30 12:57:12
AM;ALVARÃES;40 a 44 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;6;0,75;2;8;2025-04-30 12:57:12
AM;ALVARÃES;40 a 44 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;162;0,8526;28;190;2025-04-30 12:57:12
AM;ALVARÃES;40 a 44 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;12;0,8571;2;14;2025-04-30 12:57:12
AM;ALVARÃES;40 a 44 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;14;0,7;6;20;2025-04-30 12:57:12
AM;ALVARÃES;40 a 44 anos                  ;MASCULINO;LÊ E ESCREVE;1;88;0,8;22;110;2025-04-30 12:57:12
AM;ALVARÃES;40 a 44 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;2;0,5;2;4;2025-04-30 12:57:12
AM;ALVARÃES;40 a 44 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;3;0,75;1;4;2025-04-30 12:57:12
AM;ALVARÃES;45 a 49 anos                  ;FEMININO;ANALFABETO;1;33;0,6226;20;53;2025-04-30 12:57:12
AM;ALVARÃES;45 a 49 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;8;1;0;8;2025-04-30 12:57:12
AM;ALVARÃES;45 a 49 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;44;0,8302;9;53;2025-04-30 12:57:12
AM;ALVARÃES;45 a 49 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;10;0,8333;2;12;2025-04-30 12:57:12
AM;ALVARÃES;45 a 49 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;8;1;0;8;2025-04-30 12:57:12
AM;ALVARÃES;45 a 49 anos                  ;FEMININO;LÊ E ESCREVE;1;97;0,8899;12;109;2025-04-30 12:57:12
AM;ALVARÃES;45 a 49 anos                  ;FEMININO;SUPERIOR COMPLETO;1;3;0,6;2;5;2025-04-30 12:57:12
AM;ALVARÃES;45 a 49 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;2;1;0;2;2025-04-30 12:57:12
AM;ALVARÃES;45 a 49 anos                  ;MASCULINO;ANALFABETO;1;38;0,5588;30;68;2025-04-30 12:57:12
AM;ALVARÃES;45 a 49 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;13;0,8125;3;16;2025-04-30 12:57:12
AM;ALVARÃES;45 a 49 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;62;0,8378;12;74;2025-04-30 12:57:12
AM;ALVARÃES;45 a 49 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;11;0,6471;6;17;2025-04-30 12:57:12
AM;ALVARÃES;45 a 49 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;10;0,7692;3;13;2025-04-30 12:57:12
AM;ALVARÃES;45 a 49 anos                  ;MASCULINO;LÊ E ESCREVE;1;110;0,873;16;126;2025-04-30 12:57:12
AM;ALVARÃES;45 a 49 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;4;0,8;1;5;2025-04-30 12:57:12
AM;ALVARÃES;45 a 49 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;3;1;0;3;2025-04-30 12:57:12
AM;ALVARÃES;50 a 54 anos                  ;FEMININO;ANALFABETO;1;30;0,7317;11;41;2025-04-30 12:57:12
AM;ALVARÃES;50 a 54 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;11;0,9167;1;12;2025-04-30 12:57:12
AM;ALVARÃES;50 a 54 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;32;0,9412;2;34;2025-04-30 12:57:12
AM;ALVARÃES;50 a 54 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;11;0,8462;2;13;2025-04-30 12:57:12
AM;ALVARÃES;50 a 54 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;8;1;0;8;2025-04-30 12:57:12
AM;ALVARÃES;50 a 54 anos                  ;FEMININO;LÊ E ESCREVE;1;93;0,8692;14;107;2025-04-30 12:57:12
AM;ALVARÃES;50 a 54 anos                  ;FEMININO;SUPERIOR COMPLETO;1;4;0,8;1;5;2025-04-30 12:57:12
AM;ALVARÃES;50 a 54 anos                  ;MASCULINO;ANALFABETO;1;27;0,54;23;50;2025-04-30 12:57:12
AM;ALVARÃES;50 a 54 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;ALVARÃES;50 a 54 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;47;0,9216;4;51;2025-04-30 12:57:12
AM;ALVARÃES;50 a 54 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;4;0,6667;2;6;2025-04-30 12:57:12
AM;ALVARÃES;50 a 54 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;5;0,8333;1;6;2025-04-30 12:57:12
AM;ALVARÃES;50 a 54 anos                  ;MASCULINO;LÊ E ESCREVE;1;121;0,8582;20;141;2025-04-30 12:57:12
AM;ALVARÃES;50 a 54 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;3;0,75;1;4;2025-04-30 12:57:12
AM;ALVARÃES;50 a 54 anos                  ;MASCULINO;SUPERIOR INCOMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;ALVARÃES;55 a 59 anos                  ;FEMININO;ANALFABETO;1;33;0,5789;24;57;2025-04-30 12:57:12
AM;ALVARÃES;55 a 59 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;5;0,8333;1;6;2025-04-30 12:57:12
AM;ALVARÃES;55 a 59 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;13;0,8125;3;16;2025-04-30 12:57:12
AM;ALVARÃES;55 a 59 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;2;0,6667;1;3;2025-04-30 12:57:12
AM;ALVARÃES;55 a 59 anos                  ;FEMININO;ENSINO MÉDIO INCOMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;ALVARÃES;55 a 59 anos                  ;FEMININO;LÊ E ESCREVE;1;62;0,8611;10;72;2025-04-30 12:57:12
AM;ALVARÃES;55 a 59 anos                  ;FEMININO;SUPERIOR COMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;ALVARÃES;55 a 59 anos                  ;MASCULINO;ANALFABETO;1;33;0,5789;24;57;2025-04-30 12:57:12
AM;ALVARÃES;55 a 59 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;3;0,4286;4;7;2025-04-30 12:57:12
AM;ALVARÃES;55 a 59 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;18;0,9474;1;19;2025-04-30 12:57:12
AM;ALVARÃES;55 a 59 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;6;1;0;6;2025-04-30 12:57:12
AM;ALVARÃES;55 a 59 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;3;0,75;1;4;2025-04-30 12:57:12
AM;ALVARÃES;55 a 59 anos                  ;MASCULINO;LÊ E ESCREVE;1;102;0,8718;15;117;2025-04-30 12:57:12
AM;ALVARÃES;55 a 59 anos                  ;MASCULINO;NÃO INFORMADO;1;1;1;0;1;2025-04-30 12:57:12
AM;ALVARÃES;55 a 59 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;ALVARÃES;55 a 59 anos                  ;NÃO INFORMADO;ENSINO FUNDAMENTAL INCOMPLETO;1;0;0;1;1;2025-04-30 12:57:12
AM;ALVARÃES;60 a 64 anos                  ;FEMININO;ANALFABETO;1;26;0,5;26;52;2025-04-30 12:57:12
AM;ALVARÃES;60 a 64 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;3;0,75;1;4;2025-04-30 12:57:12
AM;ALVARÃES;60 a 64 anos                  ;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;1;9;0,8182;2;11;2025-04-30 12:57:12
AM;ALVARÃES;60 a 64 anos                  ;FEMININO;ENSINO MÉDIO COMPLETO;1;2;0,6667;1;3;2025-04-30 12:57:12
AM;ALVARÃES;60 a 64 anos                  ;FEMININO;LÊ E ESCREVE;1;61;0,8243;13;74;2025-04-30 12:57:12
AM;ALVARÃES;60 a 64 anos                  ;FEMININO;SUPERIOR COMPLETO;1;3;0,75;1;4;2025-04-30 12:57:12
AM;ALVARÃES;60 a 64 anos                  ;FEMININO;SUPERIOR INCOMPLETO;1;2;1;0;2;2025-04-30 12:57:12
AM;ALVARÃES;60 a 64 anos                  ;MASCULINO;ANALFABETO;1;19;0,4524;23;42;2025-04-30 12:57:12
AM;ALVARÃES;60 a 64 anos                  ;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;1;2;0,6667;1;3;2025-04-30 12:57:12
AM;ALVARÃES;60 a 64 anos                  ;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;1;12;0,8;3;15;2025-04-30 12:57:12
AM;ALVARÃES;60 a 64 anos                  ;MASCULINO;ENSINO MÉDIO COMPLETO;1;8;0,8889;1;9;2025-04-30 12:57:12
AM;ALVARÃES;60 a 64 anos                  ;MASCULINO;ENSINO MÉDIO INCOMPLETO;1;1;1;0;1;2025-04-30 12:57:12
AM;ALVARÃES;60 a 64 anos                  ;MASCULINO;LÊ E ESCREVE;1;91;0,8505;16;107;2025-04-30 12:57:12
AM;ALVARÃES;60 a 64 anos                  ;MASCULINO;NÃO INFORMADO;1;1;1;0;1;2025-04-30 12:57:12
AM;ALVARÃES;60 a 64 anos                  ;MASCULINO;SUPERIOR COMPLETO;1;2;1;0;2;2025-04-30 12:57:12
AM;ALVARÃES;65 a 69 anos                  ;FEMININO;ANALFABETO;1;7;0,1842;31;38;2025-04-30 12:57:12
AM;ALVARÃES;65 a 69 anos                  ;FEMININO;ENSINO FUNDAMENTAL COMPLETO;1;1;1;0;1;2025-04-30 12:57:12
