"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"SQ_CANDIDATO";"NR_ORDEM_BEM_CANDIDATO";"CD_TIPO_BEM_CANDIDATO";"DS_TIPO_BEM_CANDIDATO";"DS_BEM_CANDIDATO";"VR_BEM_CANDIDATO";"DT_ULT_ATUAL_BEM_CANDIDATO";"HH_ULT_ATUAL_BEM_CANDIDATO"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000610063;5;49;"Outras aplicações e Investimentos";"Invest Plus Bradesco CNPJ 60.746.948/0001-12";"12699,44";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000610066;9;49;"Outras aplicações e Investimentos";"#NULO#";"829570,78";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000610066;10;49;"Outras aplicações e Investimentos";"#NULO#";"319042,11";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000608146;10;71;"Fundo de Curto Prazo";"#NULO#";"25202,12";"19/04/2021";"20:13:19"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000610066;13;49;"Outras aplicações e Investimentos";"#NULO#";"199967,34";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000610067;9;49;"Outras aplicações e Investimentos";"FUNDO DE INVESTIMENTOS FIC FI EM AÇÕES BRADESCO S/A AGÊNCIA 3711 CONTA CORRENTE 17613-3";"408,81";"19/04/2021";"20:13:25"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000610311;2;49;"Outras aplicações e Investimentos";"TÍTULO DE CAPITALIZAÇÃO N. 815-0 153085-6";"1023,60";"19/04/2021";"20:13:13"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000610311;3;49;"Outras aplicações e Investimentos";"TÍTULO DE CAPITALIZAÇÃO N. 1811-2 95019-6";"1038,68";"19/04/2021";"20:13:13"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000610320;2;49;"Outras aplicações e Investimentos";"BANCO BRADESCO VIDA E PREVIDENCIA";"128531,54";"19/04/2021";"20:13:09"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000610320;11;49;"Outras aplicações e Investimentos";"BANCO DO BRASIL FUNDO RENDA FIXA E CDB";"132791,15";"19/04/2021";"20:13:09"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000610393;14;49;"Outras aplicações e Investimentos";"COTA DE PARTICIPAÇÃO COMO SOCIO DA COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO MANAUS-SICOOB-MANAUS";"3474,64";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000610394;5;49;"Outras aplicações e Investimentos";"TITULOS PUBLICOS (TESOURO DIRETO) ¿ AGENTE DE CUSTODIA BANCO DO BRASIL CNPJ: 00000000.5884-07";"59844,83";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000610394;6;49;"Outras aplicações e Investimentos";"BB RF PRE LP ESTILO CNPJ: 08.080.680.0001-02 ";"204630,87";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000610394;7;49;"Outras aplicações e Investimentos";"BB R FIXA LP 50 CNPJ: 00.766.542.0001-70";"191574,97";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000617482;2;49;"Outras aplicações e Investimentos";"EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DENOMINADA CM7 SERVIÇOS DE COMUNICAÇÃO EIRELI, CNPJ N. 18.431.026/0001-50";"120000,00";"19/04/2021";"20:13:10"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000617486;12;49;"Outras aplicações e Investimentos";"BANCO BRADESCO S.A CNPJ N. 60.746.948/0001-12 - POUPANÇA";"1,00";"19/04/2021";"20:13:09"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000617491;6;49;"Outras aplicações e Investimentos";"SALDO EM CONTA CORRENTE - CAIXA ECONÔMICA FEDERAL";"758,36";"19/04/2021";"20:13:10"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000617491;12;49;"Outras aplicações e Investimentos";"SAF EXEC CORPORATE RF FI MM - SAFRA S.A";"357900,24";"19/04/2021";"20:13:10"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000617491;13;49;"Outras aplicações e Investimentos";"SAFRA S P REAIS FIC FI MM";"330000,00";"19/04/2021";"20:13:10"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618261;39;49;"Outras aplicações e Investimentos";"CERTIFICADOS RECEBIVEIS, DEBENTURES DE INFRAESTRUTURA, BANCO BRADESCO S.A.";"130593,59";"19/04/2021";"20:13:26"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618273;9;49;"Outras aplicações e Investimentos";"#NULO#";"9346,65";"19/04/2021";"20:13:12"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618273;13;49;"Outras aplicações e Investimentos";"#NULO#";"2506,92";"19/04/2021";"20:13:12"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618273;14;49;"Outras aplicações e Investimentos";"#NULO#";"8772,84";"19/04/2021";"20:13:12"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618273;15;49;"Outras aplicações e Investimentos";"#NULO#";"17824,36";"19/04/2021";"20:13:12"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000608208;4;14;"Terra nua";"Cota de loteamento, km 6 da Estrada de Iranduba (Rodovia Municipal Carlos Braga), cota de 13 de um total de 120, medindo 20x50, área total mil metros quadrados, não há área constrúida ";"30000,00";"19/04/2021";"20:13:15"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000618999;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"#NULO#";"15000,00";"19/04/2021";"20:13:17"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619000;1;12;"Casa";"#NULO#";"380000,00";"19/04/2021";"20:13:17"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619002;1;12;"Casa";"#NULO#";"400000,00";"19/04/2021";"20:13:17"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619002;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"#NULO#";"60000,00";"19/04/2021";"20:13:17"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619002;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"#NULO#";"222000,00";"19/04/2021";"20:13:17"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619002;4;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"#NULO#";"17000,00";"19/04/2021";"20:13:17"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619003;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"automóvel VW GOL ano 2006 placa JXI-7773 adquirido em 2006, 36 parcelas de R$ 710,00 (R$ 25,560,00) em 2012 PG 12xR$710,00 (R$ 8,520,00) totalmente quitado.";"27270,00";"19/04/2021";"20:13:17"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619003;2;12;"Casa";"casa condomínio residencial nascente do tarumã, rua perimental, 73, tarumã, Manaus/AM, IPTU 443448 ADQ 01/2012 CIVILCORP.EMPR. IMOB - CNPJ 13.040.140/0001-35, FINANC. em 24x R$ 2.100,00 (R$50.400,00) ";"182656,96";"19/04/2021";"20:13:17"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619003;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"automóvel FIAT/MOBI/LIKE ano 2016/2017 placa PHH-7976 RENAVAM 0108847417-6";"18293,80";"19/04/2021";"20:13:17"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619007;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"#NULO#";"45000,00";"19/04/2021";"20:13:05"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619015;1;12;"Casa";"#NULO#";"150000,00";"19/04/2021";"20:13:05"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619019;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"hb20/2015, branco , placa phg 3041";"35000,00";"19/04/2021";"20:13:11"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619019;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"Renô/CLIO/2003, PLACA JXH 3489";"5000,00";"19/04/2021";"20:13:11"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619022;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"#NULO#";"7000,00";"18/09/2018";"11:25:55"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619024;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTOCICLETA HONDA C8X250, TWISTER VERMELHA , PLACA NOO7459";"7000,00";"19/04/2021";"20:13:11"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000619024;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MOTOCICLETA HONDA  NXR150 BROS VERMELHA, PLACA  OAF 4167";"5000,00";"19/04/2021";"20:13:11"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623405;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"#NULO#";"50000,00";"19/04/2021";"20:13:22"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623414;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"S10 2008, BRANCA";"20000,00";"19/04/2021";"20:13:21"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623414;2;12;"Casa";"IMÓVEL SITUADO NA RUA 207, QUADRA 382, NUMERO 22, NÚCLEO 16, CIDADE NOVA IV";"350000,00";"19/04/2021";"20:13:21"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623415;1;12;"Casa";"CASA, MANAUS";"250000,00";"19/04/2021";"20:13:25"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623415;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"VEÍCULO, GM CORSA, 2009";"10000,00";"19/04/2021";"20:13:25"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623415;3;12;"Casa";"CASA EM URUCARÁ, AMAZONAS-INTERIOR";"75000,00";"19/04/2021";"20:13:25"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623425;1;12;"Casa";"#NULO#";"200000,00";"19/04/2021";"20:13:18"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623425;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"#NULO#";"80000,00";"19/04/2021";"20:13:18"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623426;1;12;"Casa";"#NULO#";"250000,00";"19/04/2021";"20:13:05"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623428;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"#NULO#";"30000,00";"19/04/2021";"20:13:05"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623428;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"#NULO#";"7000,00";"19/04/2021";"20:13:05"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623429;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"#NULO#";"20000,00";"19/04/2021";"20:13:18"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623432;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"#NULO#";"120000,00";"19/04/2021";"20:13:04"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623436;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"#NULO#";"48000,00";"19/04/2021";"20:13:04"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623443;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"#NULO#";"57348,00";"19/04/2021";"20:13:04"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623443;2;12;"Casa";"#NULO#";"100000,00";"19/04/2021";"20:13:04"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623447;1;12;"Casa";"#NULO#";"679481,79";"19/04/2021";"20:13:04"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623451;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";" FIAT SIENA ano/modelo 2008, BEGE, placa NOJ-4897";"20000,00";"19/04/2021";"20:13:14"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623452;8;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"VEÍCULO MARCA HYUNDAI TUCSON ANO 2010 COR PRATA PLACA NOP 6497.";"70903,00";"19/04/2021";"20:13:15"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623456;1;12;"Casa";"CASAS RUA MONTE CARLOS N.5, CONJ. CAMPOS ELISIOS, PLANALTO.";"1000000,00";"19/04/2021";"20:13:15"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623456;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"PEUGEOT 207";"35000,00";"19/04/2021";"20:13:15"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623456;3;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"FIAT DOBLO";"55000,00";"19/04/2021";"20:13:15"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623457;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"MICRO ONIBUS VOLARE W9 ADQ. DE A G VEICULOS 02/02/2012, POR R$220.000,00, ENTRADA DE R$50.000,00 E O RESTANTE EM 48 PARCELAS DE R$5.489,37.";"257617,37";"19/04/2021";"20:13:15"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623460;1;12;"Casa";"Casa, em alvenaria, situada à Rua Barreirinha, 255-A, bairro São José Operário, sem registro de imóveis";"250000,00";"19/04/2021";"20:13:15"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623465;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"FORD ECOESPORT 2009/2010, vermelho, placa NOW-6780";"24000,00";"19/04/2021";"20:13:15"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623465;2;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"GM CELTA 2012/2012, preto, placa NOR-0224";"20900,00";"19/04/2021";"20:13:15"
"13/11/2024";"10:55:11";2018;2;"Eleição Ordinária";297;"Eleições Gerais Estaduais 2018";"07/10/2018";"AM";"AM";"AMAZONAS";40000623468;1;21;"Veículo automotor terrestre: caminhão, automóvel, moto, etc.";"marca Ford Fiesta Ano 2009";"14000,00";"19/04/2021";"20:13:15"
